nev_name,min_pollination_diff_1992_2020,max_pollination_diff_1992_2020,count_pollination_diff_1992_2020,nodata_count_pollination_diff_1992_2020,valid_count_pollination_diff_1992_2020,sum_pollination_diff_1992_2020,stdev_pollination_diff_1992_2020,p5_pollination_diff_1992_2020,p95_pollination_diff_1992_2020,min_sed_ret_ratio_diff_1992_2020,max_sed_ret_ratio_diff_1992_2020,count_sed_ret_ratio_diff_1992_2020,nodata_count_sed_ret_ratio_diff_1992_2020,valid_count_sed_ret_ratio_diff_1992_2020,sum_sed_ret_ratio_diff_1992_2020,stdev_sed_ret_ratio_diff_1992_2020,p5_sed_ret_ratio_diff_1992_2020,p95_sed_ret_ratio_diff_1992_2020,min_sed_export_diff_1992_2020,max_sed_export_diff_1992_2020,count_sed_export_diff_1992_2020,nodata_count_sed_export_diff_1992_2020,valid_count_sed_export_diff_1992_2020,sum_sed_export_diff_1992_2020,stdev_sed_export_diff_1992_2020,p5_sed_export_diff_1992_2020,p95_sed_export_diff_1992_2020,min_coastal_risk_esa_diff_1992_2020,max_coastal_risk_esa_diff_1992_2020,count_coastal_risk_esa_diff_1992_2020,nodata_count_coastal_risk_esa_diff_1992_2020,valid_count_coastal_risk_esa_diff_1992_2020,sum_coastal_risk_esa_diff_1992_2020,stdev_coastal_risk_esa_diff_1992_2020,p5_coastal_risk_esa_diff_1992_2020,p95_coastal_risk_esa_diff_1992_2020,min_usle_diff_1992_2020,max_usle_diff_1992_2020,count_usle_diff_1992_2020,nodata_count_usle_diff_1992_2020,valid_count_usle_diff_1992_2020,sum_usle_diff_1992_2020,stdev_usle_diff_1992_2020,p5_usle_diff_1992_2020,p95_usle_diff_1992_2020,min_n_ret_ratio_diff_1992_2020,max_n_ret_ratio_diff_1992_2020,count_n_ret_ratio_diff_1992_2020,nodata_count_n_ret_ratio_diff_1992_2020,valid_count_n_ret_ratio_diff_1992_2020,sum_n_ret_ratio_diff_1992_2020,stdev_n_ret_ratio_diff_1992_2020,p5_n_ret_ratio_diff_1992_2020,p95_n_ret_ratio_diff_1992_2020,min_n_retention_diff_1992_2020,max_n_retention_diff_1992_2020,count_n_retention_diff_1992_2020,nodata_count_n_retention_diff_1992_2020,valid_count_n_retention_diff_1992_2020,sum_n_retention_diff_1992_2020,stdev_n_retention_diff_1992_2020,p5_n_retention_diff_1992_2020,p95_n_retention_diff_1992_2020,min_nature_access_diff_1992_2020,max_nature_access_diff_1992_2020,count_nature_access_diff_1992_2020,nodata_count_nature_access_diff_1992_2020,valid_count_nature_access_diff_1992_2020,sum_nature_access_diff_1992_2020,stdev_nature_access_diff_1992_2020,p5_nature_access_diff_1992_2020,p95_nature_access_diff_1992_2020,min_n_export_diff_1992_2020,max_n_export_diff_1992_2020,count_n_export_diff_1992_2020,nodata_count_n_export_diff_1992_2020,valid_count_n_export_diff_1992_2020,sum_n_export_diff_1992_2020,stdev_n_export_diff_1992_2020,p5_n_export_diff_1992_2020,p95_n_export_diff_1992_2020
Brunei,-0.33667198,0.5201616,61609,413,61196,74.27218,0.027643168764712737,0.0,0.0,nan,nan,61605,0,61605,nan,nan,nan,nan,-4347.1147,1422.7794,61605,8999,52606,-51567.812,37.854626376396645,-1.6433511972427368,0.01202042680233717,-3.8525214,3.4338632,61601,61322,279,18.548782,0.9634065142103588,-0.2983284950256341,2.6464717864990233,-30248.799,24682.12,61605,1917,59688,-331861.8,423.180965728618,0.0,0.0,nan,nan,61604,0,61604,nan,nan,nan,nan,-923.4594,538.6459,61602,10669,50933,-115920.69,43.61065414858324,-7.62939453125e-06,0.0,-357161.94,357121.34,732,32,700,1.3478134e+06,50539.75621576095,0.0,0.0,-216.29831,43.61237,61602,10669,50933,-7659.9854,3.6980989702972606,0.0,0.0
Bulgaria,-10.584637,8.30191,1591150,1571,1589579,1731.3868,0.22202800351378013,-0.1035664640367031,0.017389050312339758,nan,nan,1591188,0,1591188,nan,nan,nan,nan,-6588.498,6050.6304,1591188,23479,1567709,-2.1534985e+06,48.223900713912,-7.5846490859985325,0.14756294488906785,-2.4731102,2.694921,1591142,1590822,320,11.84509,0.6162451244992949,-0.41464662551879883,0.12417751550674438,-42993.945,59059.184,1591188,8606,1582582,-1.0410417e+07,362.3283957990323,0.0,0.0,nan,nan,1591221,0,1591221,nan,nan,nan,nan,-678.1508,688.6291,1591221,73675,1517546,-2.6166422e+06,48.962594935164894,-2.2103915214538574,0.5072412490844727,-527451.06,638635.6,14031,228,13803,1.7332764e+07,23183.02240388801,0.0,0.0,-294.477,271.3151,1591221,73675,1517546,-1.2141705e+06,12.732969047169822,-1.994711458683014,7.62939453125e-05
Burkina Faso,-0.7680354,1.1919879,2939646,0,2939646,9137.129,0.030154938148707455,-0.002010297030210495,0.028536487836390734,nan,nan,2939791,0,2939791,nan,nan,nan,nan,-3557.8665,7172.8984,2939791,11558,2928233,3.3700845e+06,14.3160098352613,-0.34454281330108644,6.56773166656494,,,2939573,2939573,0,0.0,,,,-23876.922,39642.125,2939791,11558,2928233,2.5449346e+07,105.90888347280398,0.0,33.579459381103334,nan,nan,2939864,0,2939864,nan,nan,nan,nan,-86.55105,84.96346,2939865,95924,2843941,3.1219662e+06,7.10673129982989,-0.06915283203125,6.263923645019531,-3.0260975e+06,2.998163e+06,50866,0,50866,-8.698957e+07,60816.94598683114,-221.5861701965332,0.0,-52.337936,50.808796,2939865,95924,2843941,816745.06,2.737830921798834,-1.501021385192871,4.078644275665283
Burundi,-11.484529,19.057081,284040,0,284040,1443.4832,0.354392760043204,-0.23742015510797498,0.20396886467933648,nan,nan,284080,0,284080,nan,nan,nan,nan,-130015.53,76867.555,284080,20079,264001,6.6168895e+06,744.1841535584805,-111.51266479492188,141.77716064453125,,,284065,284065,0,0.0,,,,-342244.2,293294.62,284080,20079,264001,2.0820934e+07,3871.5285919678886,0.0,34.45598220825195,nan,nan,284094,0,284094,nan,nan,nan,nan,-82.63491,71.01362,284099,12980,271119,146375.17,5.702741757527476,-5.742856216430663,10.585638427734354,-3.1781162e+06,3.684176e+06,6493,24,6469,-1.8416628e+07,297260.39098075626,0.0,0.0,-55.38221,50.01384,284099,12980,271119,-36902.715,5.267831834660106,-8.791846561431884,5.9349191188812185
Cabo Verde,,,47550,47550,0,0.0,,,,nan,nan,47558,0,47558,nan,nan,nan,nan,,,47558,47558,0,0.0,,,,-0.1782253,2.3841858e-07,47579,47550,29,-2.488471,0.052176758324056056,-0.1782252937555313,4.7683715820311484e-08,,,47558,47558,0,0.0,,,,nan,nan,47569,0,47569,nan,nan,nan,nan,,,47570,47570,0,0.0,,,,0.0,31541.057,481,124,357,31550.33,1666.9888125994385,0.0,0.0,,,47570,47570,0,0.0,,,
Cambodia,-3.4885216,4.2743745,1961188,2575,1958613,1706.5499,0.04102215199889554,0.0,3.725290298461914e-09,nan,nan,1961243,0,1961243,nan,nan,nan,nan,-19331.521,40451.88,1961243,75981,1885262,1.9533598e+07,155.4389205041739,-0.02135467529296875,22.564402103424037,-4.836557,2.8812766,1961165,1959584,1581,-474.79297,0.7107533661176794,-2.552799701690674,0.04890799522399902,-123503.766,383274.84,1961243,51776,1909467,2.0507795e+08,1498.6163191247883,0.0,298.13730468749975,nan,nan,1961253,0,1961253,nan,nan,nan,nan,-870.9593,1463.9755,1961256,146701,1814555,5.7990945e+06,38.08276551312869,-1.9440193176269527,11.500910949707027,-3.1188622e+06,1.0982102e+06,41291,374,40917,-1.5005856e+08,45519.04621150019,-7045.528027343742,0.0,-286.95142,461.6788,1961256,146701,1814555,1.6025096e+06,6.143335597814479,0.0,4.910630321502663
Cameroon,-7.160279,6.1002045,4936426,6233,4930193,10413.67,0.13577707202687725,0.0,0.0,nan,nan,4936728,0,4936728,nan,nan,nan,nan,-43710.246,98004.734,4936728,59981,4876747,2.5383984e+07,321.23998331552696,-0.054474067687988265,0.3657657623291044,-0.13242102,0.4845295,4936441,4936363,78,0.15188083,0.10761785570568544,-0.13242101669311523,0.023238896578549016,-446893.9,401917.94,4936728,30903,4905825,1.3652725e+08,2052.5311933395633,0.0,0.0,nan,nan,4936746,0,4936746,nan,nan,nan,nan,-296.82465,302.28418,4936748,248682,4688066,1.9966046e+06,6.711698452743513,0.0,0.00171661376953125,-3.2867552e+06,3.2809655e+06,123880,0,123880,-5.611408e+07,45930.443253914236,0.0,0.0,-195.00288,77.508835,4936748,248682,4688066,408573.25,2.098842831909546,0.0,0.0
Canada,-313.5155,328.96268,221187839,1475084,219712755,223158.25,0.36241681105754836,0.0,0.0,nan,nan,104272840,0,104272840,nan,nan,nan,nan,-35979.133,52183.81,104272840,17054589,87218251,2.1281628e+07,70.56244101516187,-0.0067996494472026825,0.010787725448608398,-9.295665,7.005733,215373312,215287814,85498,-139.39899,0.803204366374425,-1.0436643362045288,1.1330776274204204,-242551.83,329054.8,104272840,14639383,89633457,1.5325211e+08,529.4833388102187,0.0,0.0,nan,nan,104272977,0,104272977,nan,nan,nan,nan,-1301.71,1310.9583,104272977,16788692,87484285,2.7141994e+07,26.679237755858026,-1.1444091796875e-05,7.62939453125e-06,-7.1335835e+06,6.831678e+06,2629984,73652,2556332,-1.0473502e+09,55494.66712041064,0.0,0.0,-686.0757,773.61066,104272977,16788692,87484285,7.634844e+06,6.1182987240710505,-2.6226043701171875e-06,2.6941299438476562e-05
Cayman Islands,0.0,0.0,3628,473,3155,0.0,0.0,0.0,0.0,nan,nan,3622,0,3622,nan,nan,nan,nan,,,3622,3622,0,0.0,,,,-0.6223364,0.5028507,3624,3498,126,3.7679267,0.10505301574848147,-0.0021420717239379883,0.1963481903076172,-172.15092,82.17802,3622,1933,1689,-1349.5388,10.456707007847413,0.0,0.0,nan,nan,3619,0,3619,nan,nan,nan,nan,,,3618,3618,0,0.0,,,,0.0,0.0,45,15,30,0.0,0.0,0.0,0.0,,,3618,3618,0,0.0,,,
Central African Republic,-0.23364864,1.257216,6574329,0,6574329,51.540035,0.0031047673334046815,0.0,0.0,0.0,0.0,6574517,0,6574517,nan,nan,nan,nan,-4014.804,11857.145,6574517,3742,6570775,791741.44,11.233541001280793,-0.0023774892091751095,0.004739440977573381,,,6574240,6574240,0,0.0,,,,-70198.12,77810.22,6574517,3742,6570775,1.0528461e+07,130.76095248886742,0.0,0.0,nan,nan,6574592,0,6574592,nan,nan,nan,nan,-78.814354,55.708214,6574603,219607,6354996,429500.62,1.1524495363291223,0.0,0.0,-1.1928249e+06,128904.08,82672,0,82672,-5.6460985e+06,5053.33147991891,0.0,0.0,-33.125458,42.705246,6574603,219607,6354996,-474777.72,0.8403618377178129,0.0,0.0
Chad,-0.85510695,1.3686512,13884485,0,13884485,7624.6196,0.013366033391090083,0.0,0.0,nan,nan,13884357,0,13884357,nan,nan,nan,nan,-7303.163,3466.389,13884357,7341406,6542951,815595.56,13.151896640783432,-0.08305785059928894,0.9125588536262512,,,13884222,13884222,0,0.0,,,,-39414.72,29604.459,13884357,7340884,6543473,9.198356e+06,80.31815423777611,0.0,5.509388542175282,nan,nan,13884565,0,13884565,nan,nan,nan,nan,-298.7377,382.1289,13884561,941010,12943551,3.4357615e+06,7.724831674859543,-0.004913330078125,0.6365528106689453,-267265.84,73934.5,45648,0,45648,-1.0567449e+07,4269.503473109922,0.0,0.0,-106.51663,147.50467,13884561,941010,12943551,1.1640526e+06,2.325168307599898,-0.28585267066955566,0.06090688705444336
Chile,-27.278103,29.851513,10517756,382907,10134849,143043.06,0.7152862521510409,0.0,0.0,nan,nan,10517763,0,10517763,nan,nan,nan,nan,-56719.977,35829.836,10517763,5216538,5301225,-3.132239e+07,242.82824373146462,-6.685546875,1.7069648742675732,-5.0738883,5.3824525,10517219,10508763,8456,509.9567,0.7993125867355414,-0.5807216167449951,1.3464751243591309,-189704.05,149264.7,10517763,3814897,6702866,-8.286134e+07,822.0786405755765,0.0,0.0,nan,nan,10517299,0,10517299,nan,nan,nan,nan,-3536.2573,3921.202,10517716,2759789,7757927,-3.0174222e+06,102.49237292239158,-0.004643005132675151,0.7680011749267521,-7.250991e+06,7.0882925e+06,182573,7856,174717,-7.188982e+08,178519.08154227937,0.0,0.0,-1741.0474,1689.3677,10517716,2759789,7757927,649984.9,19.41201743494324,-0.017298221588134766,0.5861758470535205
China,-462.2088,462.43527,123450420,119224,123331196,9.757958e+06,2.842589203721592,0.0,0.0,nan,nan,123451344,0,123451344,nan,nan,nan,nan,-120789.64,174403.34,123451344,26302288,97149056,6.8234024e+07,329.7437164030286,-6.941390752792358,3.320725440979004,-4.480058,3.8002174,123446230,123436687,9543,-689.9747,0.5725258498142844,-1.0107234001159668,0.6367979049682617,-446564.9,505779.2,123451344,25591363,97859981,5.687418e+08,1668.497536322793,0.0,0.0,nan,nan,123451753,0,123451753,nan,nan,nan,nan,-4139.6313,4366.062,123451758,9681351,113770407,-3.4277686e+08,160.3187104213765,-7.137611389160156,1.1111602783203125,-2.8373722e+07,2.7233984e+07,1868141,5239,1862902,-1.6598633e+10,344036.46829129715,0.0,0.0,-2395.0496,2229.1055,123451758,9681351,113770407,1.1792906e+08,46.21788628752539,-0.6444667339324948,5.342146968841519
Colombia,-24.592264,24.1344,12041499,27166,12014333,-82671.234,0.4955390995651243,0.0,0.0,nan,nan,12041883,0,12041883,nan,nan,nan,nan,-218854.97,271441.12,12041883,168613,11873270,5.441495e+07,661.3036379649609,-0.5151233673095703,1.2108277797698879,-2.3683488,4.417689,12041538,12039462,2076,-254.08623,0.5185368158478842,-0.8640849590301514,0.3940310478210449,-868841.5,969944.1,12041883,76743,11965140,6.4773268e+07,4374.403025134286,0.0,0.0,nan,nan,12041929,0,12041929,nan,nan,nan,nan,-1945.3326,1987.2532,12041937,731803,11310134,1.3401051e+07,83.2424961401023,-7.62939453125e-06,1.9073486328125e-05,-9.121904e+06,8.801443e+06,284413,1601,282812,-3.994309e+08,113027.43316208826,0.0,0.0,-783.14874,992.61237,12041937,731803,11310134,1.5688652e+06,12.550567539433361,0.0,0.002399778366088512
Comoros,,,19635,19635,0,0.0,,,,nan,nan,19642,0,19642,nan,nan,nan,nan,,,19642,19642,0,0.0,,,,-2.3165011,1.5395161,19638,18520,1118,-25.592815,0.36425944622890216,-0.6142809748649596,0.012678027153015137,-251014.36,559979.2,19642,4775,14867,2.3834076e+07,19853.061862318493,0.0,2935.1035888671868,nan,nan,19646,0,19646,nan,nan,nan,nan,,,19650,19650,0,0.0,,,,-23954.984,28332.123,140,31,109,4377.1387,3553.4899374959246,0.0,0.0,,,19650,19650,0,0.0,,,
Cook Islands,,,3971,3971,0,0.0,,,,nan,nan,3975,0,3975,nan,nan,nan,nan,,,3975,3975,0,0.0,,,,,,3972,3972,0,0.0,,,,,,3975,3975,0,0.0,,,,nan,nan,3970,0,3970,nan,nan,nan,nan,,,3972,3972,0,0.0,,,,0.0,0.0,38,33,5,0.0,0.0,0.0,0.0,,,3972,3972,0,0.0,,,
Costa Rica,-29.191116,45.536636,551506,4141,547365,82575.266,2.216091539227006,-0.2677744925022125,1.2738012790679931,nan,nan,551580,0,551580,nan,nan,nan,nan,-73197.03,48049.258,551580,58296,493284,-3.58148e+06,652.9978952498251,-52.69934940338133,4.636480283737156,-3.4239187,3.2772667,551515,548535,2980,413.70963,0.5695958168770319,-0.16349732875823975,1.4435865342616971,-396978.8,647364.06,551580,13220,538360,-1.1243372e+08,6105.60194389942,-312.5799346923828,0.0,nan,nan,551606,0,551606,nan,nan,nan,nan,-2432.2698,2436.5437,551607,71985,479622,-1.753873e+07,260.069960905736,-9.657969093322754,0.3063499450683551,-3.0120542e+06,2.99809e+06,11667,412,11255,-1.01795976e+08,246326.32156272666,0.0,600.9315734863261,-1337.2627,1265.6396,551607,71985,479622,-1.9600935e+06,33.06480025218574,-4.812600421905516,3.814697265625e-06
Croatia,-14.618608,11.1965065,850850,7368,843482,29377.219,0.7896918951765353,-0.06337302066385746,0.2854825317859647,nan,nan,850824,0,850824,nan,nan,nan,nan,-8949.916,23555.768,850824,155719,695105,-411233.4,97.06448552007703,-1.2753130197525024,6.644876098632735,-3.125115,3.9508827,850815,849051,1764,142.43488,0.6778023765286408,-0.4030652284622188,0.266939640045166,-71760.93,151042.23,850824,42011,808813,-2.6380048e+06,840.6009051679318,0.0,0.0,nan,nan,850857,0,850857,nan,nan,nan,nan,-1541.1389,1822.979,850857,237037,613820,1.111158e+07,157.4248765074206,-17.482257080078124,30.147705078125,-807759.8,803693.3,17697,380,17317,-1.1225771e+08,57970.38714989717,0.0,0.0,-625.79266,708.8694,850857,237037,613820,2.8739998e+06,32.643699581222805,-0.6799423694610596,49.79351005554186
Cuba,-8.848017,9.499894,1274568,26105,1248463,59193.508,0.6400479805685881,0.0,0.0828521013259852,nan,nan,1274596,0,1274596,nan,nan,nan,nan,-12227.041,19278.332,1274596,279662,994934,121007.43,78.83929322962584,-0.5057493686676026,0.5770825862884518,-3.5911984,3.305324,1274485,1266605,7880,658.7135,0.5110407869812076,-0.5613369941711426,0.8636386394500732,-236302.88,412816.97,1274596,87977,1186619,-4.9693795e+06,1117.4049540776402,0.0,0.0,nan,nan,1274614,0,1274614,nan,nan,nan,nan,-653.0365,672.0958,1274617,294758,979859,-130686.24,29.88273345187174,-1.6154113769531246,0.0023387908935545987,-2.4257475e+06,2.3947008e+06,27882,1531,26351,-1.0463229e+07,64284.94950329234,0.0,0.0,-229.14597,245.17592,1274617,294758,979859,430171.0,6.548072524210638,-0.016051816940307616,0.5010117053985585
Cura̤ao,0.0,0.0,5263,641,4622,0.0,0.0,0.0,0.0,nan,nan,5267,0,5267,nan,nan,nan,nan,,,5267,5267,0,0.0,,,,-0.07374114,0.6837277,5260,5221,39,2.5414593,0.17372295491905224,-1.1920928955078125e-07,0.5435943722724914,-531.76794,530.99274,5267,1433,3834,10831.445,19.78441598703576,0.0,16.682620334625224,nan,nan,5267,0,5267,nan,nan,nan,nan,,,5269,5269,0,0.0,,,,-149034.75,0.0,56,4,52,-1.04324325e+06,50867.39253684597,-149034.75,0.0,,,5269,5269,0,0.0,,,
Cyprus,-7.204166,7.2034397,116342,733,115609,989.91614,0.19632690228807548,0.0,0.0,nan,nan,116347,0,116347,nan,nan,nan,nan,-2442.7593,3938.044,116347,38311,78036,-197862.22,32.793435209373754,-7.405487537384033,0.043648071587085724,-3.4205968,2.879102,116340,116047,293,162.01219,1.2514298473336962,-0.14293330907821655,2.5258419513702393,-9774.429,10905.161,116347,5972,110375,-1.3847452e+06,199.67718562318282,-43.32033843994141,0.0,nan,nan,116347,0,116347,nan,nan,nan,nan,-422.72144,419.50964,116347,39771,76576,-138788.27,28.307029153594577,-1.9927568435668945,0.03728961944580078,-757561.9,842469.44,1143,44,1099,207483.5,91421.76475084666,0.0,0.0,-193.84674,126.001274,116347,39771,76576,-15739.349,7.479998394298651,-0.004062514286488295,2.1143341064453125
Czechia,-23.028801,21.762213,1274449,0,1274449,45407.79,0.6929485933425459,-0.01131489872932434,0.07071513980626958,nan,nan,1274486,0,1274486,nan,nan,nan,nan,-2448.2007,1858.6566,1274486,1765,1272721,-380529.4,10.560614581690672,-1.7853412628173828,0.7061574459075928,,,1272883,1272883,0,0.0,,,,-8368.725,5467.5874,1274486,1764,1272722,-3.1383972e+06,64.77375418297108,-1.2364054918289185,0.0,nan,nan,1274505,0,1274505,nan,nan,nan,nan,-1548.5394,1456.3638,1274505,49235,1225270,-8.861041e+06,150.19135384572343,-13.6336669921875,3.4648971557617188,-2.6615388e+06,2.524141e+06,20216,3,20213,1.1318896e+08,223943.63325457947,0.0,0.0,-615.6281,649.442,1274505,49235,1225270,-1.4492606e+06,36.94913914709357,-2.1006851911544797,5.10491943359375
Democratic Republic of the Congo,-13.514795,13.514779,24620164,377,24619787,11922.004,0.029296314124083532,0.0,0.0,nan,nan,24620623,0,24620623,nan,nan,nan,nan,-114580.07,241917.88,24620623,307695,24312928,1.15412024e+08,296.0799223435096,-0.1359651669859886,0.6770945668220474,-0.4202702,2.9275904,24619782,24618796,986,280.5803,0.4098723023565809,-0.1688491702079773,0.780951976776123,-525330.6,590279.8,24620623,305949,24314674,5.971183e+08,1558.912464703137,0.0,0.0,nan,nan,24620691,0,24620691,nan,nan,nan,nan,-163.05829,195.08383,24620685,1601851,23018834,1.9737472e+06,2.859314837286801,-3.814697265625e-06,7.62939453125e-05,-1.1175986e+07,1.1169647e+07,376430,163,376267,-1.4687184e+08,95796.9221090383,0.0,0.0,-59.316593,75.172066,24620685,1601851,23018834,679404.75,1.2015981356776277,-2.3365020751953125e-05,9.5367431640625e-06
Denmark,-15.6489315,15.678942,824066,15074,808992,-19721.773,0.9063358113754977,-0.061543545685708516,0.006849826313555236,nan,nan,824063,0,824063,nan,nan,nan,nan,-67.21663,35.479923,824063,336109,487954,-25874.064,0.6024392648163122,-0.2452121376991272,0.022786613553762394,-4.1776795,4.5077243,824122,817610,6512,-133.21887,0.6200736902912694,-0.7589176893234253,0.5882303714752197,-590.1944,657.3071,824063,91989,732074,-288622.97,7.554498992666757,0.0,0.0,nan,nan,824088,0,824088,nan,nan,nan,nan,-1180.396,936.75165,824088,349022,475066,-7.474298e+06,105.47111476888746,-37.433921813964844,3.7008743286132812,-2.1077168e+06,2.1648812e+06,9528,757,8771,6.930037e+07,126313.89894428063,0.0,0.0,-662.54346,491.4529,824088,349022,475066,-920308.7,20.85021544729919,-27.363292694091797,9.605451583862305
Djibouti,0.0,0.0,241791,1229,240562,0.0,0.0,0.0,0.0,nan,nan,241836,0,241836,nan,nan,nan,nan,-9220.766,5451.4023,241836,119792,122044,-875531.6,92.95927329875924,-19.14726333618164,1.5765544414520234,-2.3841858e-07,2.3841858e-07,241804,241786,18,2.503395e-06,1.4464278795879122e-07,-1.3709068298339843e-07,2.384185791015625e-07,-33979.117,34476.812,241836,102864,138972,-1.8757418e+06,424.76167850304387,0.0,0.0,nan,nan,241839,0,241839,nan,nan,nan,nan,-87.01443,141.72519,241839,35317,206522,165342.84,7.685508521084148,-4.319064319133758e-05,0.009761317074298857,-329800.9,1839.5186,3186,69,3117,-702144.6,8362.889064428671,0.0,0.0,-31.07153,48.009804,241839,35317,206522,58492.504,2.431853097032863,-0.006402882561087608,0.0007224628236144662
Dominica,0.0,0.0,8559,573,7986,0.0,0.0,0.0,0.0,nan,nan,8559,0,8559,nan,nan,nan,nan,,,8559,8559,0,0.0,,,,-0.79419905,-0.79419905,8562,8561,1,-0.79419905,0.0001267301700946504,-0.7941990494728088,-0.7941990494728088,-52085.254,17177.305,8559,1377,7182,-7951.3774,671.0641969438722,0.0,0.0,nan,nan,8558,0,8558,nan,nan,nan,nan,,,8558,8558,0,0.0,,,,0.0,0.0,111,6,105,0.0,0.0,0.0,0.0,,,8558,8558,0,0.0,,,
Dominican Republic,-21.117653,21.252674,538956,4165,534791,67083.24,1.4576352872361087,-0.3330497741699219,2.4752118587493896,nan,nan,538970,0,538970,nan,nan,nan,nan,-72601.48,45380.22,538970,67259,471711,-6.9633215e+06,400.0583188282435,-86.26726531982422,3.0858298540115356,-2.1872034,2.7862487,538908,533967,4941,358.809,0.37016126064811283,-0.1565854549407959,0.9134358763694763,-297765.7,216652.42,538970,19314,519656,-1.0984618e+08,3048.879475311739,-720.2671966552734,0.0,nan,nan,538994,0,538994,nan,nan,nan,nan,-973.4253,983.2063,538996,76765,462231,-6.9762055e+06,124.74006313377566,-9.916692733764648,4.692134857177734,-4.4767955e+06,4.4229665e+06,10671,236,10435,5.9023696e+07,225252.50354403935,0.0,246.03112030028927,-517.9725,415.1784,538996,76765,462231,-1.1209634e+06,19.753880327184753,-15.31418228149414,0.40753209590911865
East Timor,-0.8636495,0.17765637,161076,2913,158163,51.635452,0.006874099101883696,-0.002714168978855014,0.0034288092516362658,nan,nan,161043,0,161043,nan,nan,nan,nan,-114195.31,101282.695,161043,35989,125054,-4.3812225e+06,1264.0167123484748,-303.2307922363281,94.4500488281249,-3.8240767,3.551464,161083,160790,293,216.1732,1.517060228141885,-0.8792201519012451,3.4454559803009026,-328680.44,405595.03,161043,8674,152369,-1.934264e+07,5927.929944961238,0.0,0.0,nan,nan,161047,0,161047,nan,nan,nan,nan,-1029.3435,955.89014,161043,106368,54675,-69831.74,40.80409860023614,-1.773834228515573e-05,0.18550186157226506,-67976.016,30190.447,3701,399,3302,-89206.01,1618.4467332028594,0.0,0.0,-264.73688,206.57477,161043,106368,54675,-2799.4377,7.458552981712237,-0.2807994365692136,7.700920104979428e-06
Ecuador,-8.904927,10.667176,2711296,102356,2608940,38681.59,0.3421810690642147,0.0,0.0,nan,nan,2711385,0,2711385,nan,nan,nan,nan,-101149.84,111414.68,2711385,165613,2545772,-1.5162099e+07,503.6247459183864,-3.173507559299469,1.4378376007079972,-3.3705382,3.7567499,2711306,2709394,1912,27.39229,0.633876916920539,-0.7329314947128296,0.875633955001831,-910662.25,673654.6,2711385,65800,2645585,-1.3618526e+08,3744.760779721575,0.0,0.0,nan,nan,2711402,0,2711402,nan,nan,nan,nan,-1419.8663,1067.2285,2711394,246500,2464894,-4.962659e+06,77.66210362451017,-2.288818359375e-05,0.0,-2.8819785e+06,2.8334658e+06,58971,494,58477,-8.433094e+07,95697.34418233891,0.0,0.0,-521.9694,556.1423,2711394,246500,2464894,-1.0433698e+06,10.931860003210938,-0.002197265625,0.0
Egypt,-283.67905,438.51733,11573682,30556,11543126,603557.06,2.1321890956314578,0.0,0.0,nan,nan,11573886,0,11573886,nan,nan,nan,nan,-192.15955,526.1326,11573886,10940277,633609,-14175.09,1.4849234041769208,-0.02873803377151489,7.82183371484273e-05,-2.5408316,0.7484493,11573732,11573247,485,-4.9402637,0.35827041785257735,-0.6848856449127196,0.4439394474029541,-1620.1703,3579.9675,11573886,10891171,682715,-87023.875,12.087029036286072,0.0,0.0,nan,nan,11573982,0,11573982,nan,nan,nan,nan,-3467.097,3861.5764,11573984,1192979,10381005,-4.035228e+06,25.22004652367097,0.0,0.0,-3.6478548e+07,6.8969305e+06,47935,774,47161,-1.5414996e+09,790566.2902055314,0.0,0.0,-1529.9409,1756.9318,11573984,1192979,10381005,-846725.94,8.716729498049851,0.0,0.0
El Salvador,-5.984618,18.538128,222107,788,221319,40210.477,0.7647511714929904,0.0,2.1889688968658447,nan,nan,222127,0,222127,nan,nan,nan,nan,-9832.275,8524.67,222127,29033,193094,-6.413947e+06,206.7574259472894,-167.03496170043945,0.0017798624932766059,-2.7183874,2.8845472,222098,221056,1042,114.18441,0.68602396558238,-0.6529066562652588,1.9511801481246946,-99678.49,98462.04,222127,6972,215155,-9.947691e+07,2726.234834328966,-2936.108447265625,0.0,nan,nan,222130,0,222130,nan,nan,nan,nan,-990.2293,1018.8648,222128,33698,188430,-639120.1,73.0453699291571,-9.035833740234375,0.7877670288085934,-3.203918e+06,3.1963212e+06,3274,300,2974,1.4048267e+08,373359.8151174836,0.0,169113.83281249984,-455.51956,445.64603,222128,33698,188430,-193286.14,12.077213756167584,-3.076976668834686,0.0
Equatorial Guinea,-2.4788556,1.2620279,286163,2544,283619,-147.98206,0.027287941894159874,0.0,0.0,nan,nan,286176,0,286176,nan,nan,nan,nan,-3884.9434,20214.24,286176,27521,258655,490558.53,119.72555825188361,-0.0028277285397052764,0.174226260185241,-1.858699,1.8834233,286124,285915,209,0.08434105,0.37482367327614313,-0.6468104720115662,0.49992923736572265,-743236.0,453128.0,286176,7842,278334,1.5239769e+07,4121.942472433365,0.0,0.0,nan,nan,286176,0,286176,nan,nan,nan,nan,-44.07975,49.357376,286177,49547,236630,5369.031,1.087352898615901,0.0,0.0,-20689.494,12299.878,3670,33,3637,-115003.88,652.765354388543,0.0,0.0,-27.8015,28.365883,286177,49547,236630,895.671,0.6145735237060799,0.0,0.0
