nev_name,avg_n_export_diff_1992_2020_ha,stdev_n_export_diff_1992_2020_ha,valid_count_n_export_diff_1992_2020_ha,count_n_export_diff_1992_2020_ha,p5_n_export_diff_1992_2020_ha,p95_n_export_diff_1992_2020_ha,avg_n_retention_ratio_diff_1992_2020,stdev_n_retention_ratio_diff_1992_2020,valid_count_n_retention_ratio_diff_1992_2020,count_n_retention_ratio_diff_1992_2020,p5_n_retention_ratio_diff_1992_2020,p95_n_retention_ratio_diff_1992_2020,avg_sed_export_diff_1992_2020_ha,stdev_sed_export_diff_1992_2020_ha,valid_count_sed_export_diff_1992_2020_ha,count_sed_export_diff_1992_2020_ha,p5_sed_export_diff_1992_2020_ha,p95_sed_export_diff_1992_2020_ha,avg_realized_polllination_on_ag_1992_2020_diff_ha,stdev_realized_polllination_on_ag_1992_2020_diff_ha,valid_count_realized_polllination_on_ag_1992_2020_diff_ha,count_realized_polllination_on_ag_1992_2020_diff_ha,p5_realized_polllination_on_ag_1992_2020_diff_ha,p95_realized_polllination_on_ag_1992_2020_diff_ha,avg_sed_retention_ratio_diff_1992_2020,stdev_sed_retention_ratio_diff_1992_2020,valid_count_sed_retention_ratio_diff_1992_2020,count_sed_retention_ratio_diff_1992_2020,p5_sed_retention_ratio_diff_1992_2020,p95_sed_retention_ratio_diff_1992_2020,avg_nature_access_diff_1992_2020,stdev_nature_access_diff_1992_2020,valid_count_nature_access_diff_1992_2020,count_nature_access_diff_1992_2020,p5_nature_access_diff_1992_2020,p95_nature_access_diff_1992_2020
Faroe Islands,,,0,0,,,,,0,0,,,,,0,0,,,,,0,39450,,,,,0,0,,,0.0,0.0,290,406,0.0,0.0
Federated States of Micronesia,,,0,9836,,,,,0,9836,,,,,0,9842,,,,,0,9844,,,,,0,9842,,,0.0,0.0,120,173,0.0,0.0
Fiji,0.006626443918483438,0.09052094340679345,117046,216142,0.0,0.02683128835633397,-0.0004575566734330662,0.014474766471819611,93212,216142,-0.01057782769203186,0.0071387916803359935,,,0,223171,,,,,0,223311,,,,,0,223171,,,,,0,5135,,
Finland,,,0,23582,,,,,0,23582,,,,,0,23580,,,0.00806773252907544,0.5672024293598424,458527,8210649,-0.6083821713924404,0.8742797672748562,,,0,23580,,,-3669.61733818465,52406.99620462095,82177,83172,0.0,0.0
France,-0.22435472385214605,4.270766802743211,8636225,9326937,-0.022644219547510138,0.08143851757049558,-0.0023190499470077614,0.10315418127510752,8160629,9326937,-0.022707295417785642,0.018817782402038574,,,0,9326872,,,0.006845973814879842,0.2051178543211311,3417375,9326855,-0.008224633149802683,0.019382027909159657,-0.000348531100836106,0.022923538549390256,8563567,9326872,-0.011346995830535889,0.010273277759552002,3695.180441603815,285009.8892135095,120787,121942,0.0,0.0
French Polynesia,,,0,56497,,,,,0,56497,,,,,0,56497,,,,,0,56494,,,,,0,56497,,,0.0,0.0,233,758,0.0,0.0
French Southern and Antarctic Lands,,,0,135013,,,,,0,135013,,,,,0,134993,,,,,0,134987,,,,,0,134993,,,,,0,1721,,
Gabon,-0.0013099942160522185,0.09178288710926319,2600111,2792860,0.0,0.0,-0.00041547396031703897,0.028414363551655723,2427328,2792860,0.0,1.7881393432617188e-07,,,0,2792858,,,0.00033303791009179495,0.006306406872506783,56968,2793022,-0.005909391678869724,0.00895604770630598,-0.00035316376473144395,0.006918722462869275,2574160,2792858,-0.002845585346221924,0.0011091232299804688,-148.61242282186143,11925.526144100178,69968,71705,0.0,0.0
Gambia,-0.0448228297264524,0.31732250400414486,91538,117376,-0.4726259425282478,0.17163527160882944,0.006046544757259776,0.048870040633157405,76694,117376,-0.04172610342502594,0.07261856198310847,,,0,117355,,,0.0009591996205962542,0.017332108251338386,65284,117336,-0.019223031029105185,0.024676967412233353,0.004357829083178558,0.015437870035325844,88233,117355,-0.010832738876342772,0.035234177112579326,1225.0509615384615,13195.77049545838,650,1384,0.0,53.05625648498331
Georgia,-0.01661342056109817,1.3188254659977199,913227,989034,-0.22848807275295258,0.24778417199849734,-0.0012071259733226383,0.07271741415772703,859050,989034,-0.04014850556850433,0.03623414039611808,,,0,989023,,,-0.001983745882940097,0.06442275162480836,283301,988990,-0.06693834066390991,0.0566379688680172,0.00036511880485530984,0.0192281266559878,911560,989023,-0.02132088243961334,0.023495259881019588,3720.8125,110578.57870771221,6464,6464,0.0,0.0
Germany,-0.6104875101494527,6.918716622504123,5499065,5967862,-3.754188919067382,0.7981828451156616,-0.0022353901371445876,0.15161076952460978,5195411,5967862,-0.10005142539739609,0.0899035632610321,,,0,5967839,,,0.004223052107430025,0.15235515010595954,2616196,5967718,-0.012860004790127277,0.04064518492668867,0.0007129717236945477,0.03984553546093838,5414771,5967839,-0.01380816102027893,0.01759248971939087,9858.964761779069,439549.36445511284,90924,91417,0.0,0.0
Ghana,-0.07466153132993386,0.29685977855063606,2414496,2550853,-0.5929010659456253,0.10870344378054142,0.005866556415104962,0.05844314093838718,2300317,2550853,-0.027497243881225587,0.06882202625274658,,,0,2550882,,,0.0025672293533273933,0.022597489316500304,731064,2550819,-0.024321856815367936,0.039398894831538196,0.002491820486061664,0.02648758008902579,2366459,2550882,-0.011509358882904053,0.024611598253250128,-1766.0616136919316,101662.77085031479,57260,57754,0.0,0.0
Gibraltar,,,0,105,,,,,0,105,,,,,0,105,,,,,0,106,,,,,0,105,,,,,0,1,,
Greece,-0.030115452342253147,2.636696323475037,1247410,1810950,-0.38952304422855377,0.3290231406688696,0.006269515595069896,0.0998479461925931,1104135,1810950,-0.034137548506259906,0.10634148567914972,,,0,1810866,,,0.02359605209737751,0.2799234466811528,501394,1810867,-0.15487452894449233,0.3537060663104052,0.0037395661296457236,0.040149807497243395,1234065,1810866,-0.01304821968078613,0.03529027700424195,5107.311886586695,88316.00800032711,29344,31714,0.0,0.0
Greenland,,,0,20265,,,,,0,20265,,,,,0,20275,,,,,0,87571076,,,,,0,20275,,,0.0,0.0,514926,527828,0.0,0.0
Grenada,,,0,4106,,,,,0,4106,,,,,0,4105,,,,,0,4101,,,,,0,4105,,,0.0,0.0,5,14,0.0,0.0
Guam,,,0,6471,,,,,0,6471,,,,,0,6469,,,,,0,6478,,,,,0,6469,,,2056.2916666666665,18043.885969748575,78,109,0.0,0.0
Guatemala,0.23838111752253177,2.1245512802593693,1119530,1193731,-0.02309724548831582,0.9596988767385485,-0.007671009996614398,0.1066409939752281,1055573,1193731,-0.14074102640151975,0.06379545927047708,,,0,1193761,,,0.033452740503655376,0.3111082419092812,340868,1193709,-0.2487256623804569,0.5130745768547058,-0.004293883685620592,0.06970315431244514,1097187,1193761,-0.036558598279953,0.017947024106979362,-1240.6286871881023,254821.51575604692,20239,20442,-1712.7227050781248,0.0
Guernsey,,,0,1568,,,,,0,1568,,,,,0,1564,,,,,0,1566,,,,,0,1564,,,,,0,17,,
Guinea,-0.05472225691391575,0.3005133106010008,2502200,2623382,-0.6652760654687881,0.079276084527373,0.0043784047750652835,0.0272651061697387,2396462,2623382,-0.016825610399246217,0.06137824058532715,,,0,2623342,,,-0.00020668594879618627,0.0114206286122237,554382,2623255,-0.013940878817811602,0.01431996310129761,0.0007621994107893954,0.041125687425669175,2474834,2623342,-0.009744545817375182,0.01615552306175233,-170.17426636568848,46811.79936604188,48730,48918,0.0,0.0
Guinea-Bissau,0.03377203231766916,0.19042380253679198,281864,371526,-0.031366673111915565,0.4050180569291107,-0.0036111535986893435,0.037745394114058396,242884,371526,-0.056392234563827505,0.023588609695434387,,,0,371507,,,-0.0014404247833896494,0.011230281570256623,78408,371542,-0.02102096937596798,0.00972515391185878,-0.0019882733633915886,0.03448194095353172,277307,371507,-0.01257014274597168,0.001959729194641116,-760.917667367157,20274.38955077711,3331,3731,-119.31130599975586,0.0
Guyana,0.01662311317041162,0.3440011124053209,2105367,2220462,0.0,0.0,-0.0016500914053976376,0.032765102728705926,2012788,2220462,0.0,0.0,,,0,2220459,,,-0.005984907541243609,0.04714152658058093,30661,2220370,-0.13854169845581055,0.0631597638130188,-0.0005169312504589101,0.0034114075580024884,2090551,2220459,-0.0021181106567382812,0.0,-82.05661197339246,4467.735963698124,56375,56495,0.0,0.0
Haiti,0.01816277967967178,0.2878240615681196,220157,305334,-0.09464028775691986,0.25352180600166285,-0.0038837580245265624,0.03533708095038491,178099,305334,-0.04925684928894043,0.017352980375289928,,,0,305357,,,0.023692446092675748,0.12464413785350524,58180,305377,-0.08984926305711267,0.2670852839946747,-0.0007205769904486345,0.034033207339374615,217455,305357,-0.01330159306526184,0.006633853912353507,-1470.0014278065323,180201.06112737145,5603,6201,0.0,0.0
Heard Island and McDonald Islands,,,0,7064,,,,,0,7064,,,,,0,7063,,,,,0,7063,,,,,0,7063,,,0.0,0.0,61,73,0.0,0.0
Honduras,0.04215021652910996,1.2768480119960313,1140984,1229151,-0.058077318407595155,0.1289445064961908,0.0009530391852130945,0.09713060041622672,1080964,1229151,-0.10467493534088133,0.17969531118869775,,,0,1229121,,,0.03312299842720477,0.13650159126210126,328277,1229068,-0.09893564581871034,0.25571542978286743,-0.0008632821546092725,0.022870313311077115,1128120,1229121,-0.029216563701629637,0.031125327944755574,1308.9999616931623,72196.58943538438,26105,26485,0.0,0.0
Hong Kong S.A.R.,-1.280273647784776,5.870165354076176,1161,13454,-6.879156589508057,0.10210598260164261,0.04129638345832499,0.16920547906523592,585,13454,-0.10787318944931029,0.5562851309776305,,,0,13459,,,0.007225820637048225,0.028405769697389126,319,13473,-0.022106189280748367,0.07724711000919332,0.004536461137784388,0.013047678716977545,1343,13459,-0.005473703145980828,0.027992296218872052,293577.30841121497,1993788.0025758343,214,274,0.0,6287737.0
Hungary,-0.18308960881656244,2.5940719823561778,1247062,1430673,-0.7932918101549147,0.06173524428158982,-0.0043090037779382985,0.10760964807612525,1131735,1430673,-0.043696260452270506,0.03859800100326538,,,0,1430652,,,0.0069916294487425545,0.1375662118534815,753949,1430639,-0.0400707334280014,0.08329328745603551,0.0013538542769295097,0.011087430903660343,1177702,1430652,-0.002642214298248291,0.012665092945098877,6905.6968027093735,142739.43080581966,17421,17421,0.0,0.0
Iceland,,,0,0,,,,,0,0,,,,,0,0,,,,,0,2560793,,,,,0,0,,,-55.85772610418071,3512.640192566326,23728,24753,0.0,0.0
India,-0.04095670808211867,2.394536095521221,34108445,36164900,-7.838736200938001e-05,1.3033196410105636e-05,-0.0016496835244408778,0.0732929911506178,32513194,36164900,-0.00945514440536499,0.008241197466850148,,,0,36164801,,,0.004146646553922698,0.1287787136290291,11175025,36164615,-0.056148216128349304,0.07623612284660315,0.0005226070289687351,0.03930610830033053,32472733,36164801,-0.0035859346389770508,0.008919358253479004,-2895.120211090644,256561.8399619211,763274,769054,0.0,0.0
Indonesia,0.1601098617374728,2.6490982730552917,16170325,20199877,-0.07050566673278806,2.5938219070434245,-0.007161076438712784,0.1262524564865024,14406993,20199877,-0.15844068527221675,0.060239875316619784,,,0,20199880,,,0.005013574724491424,0.07440627085621207,6059521,20199879,-0.09882121533155441,0.1311310976743698,-0.0027011386068132126,0.10563395114595678,16070451,20199880,-0.03254184126853943,0.012766540050506592,3059.8964113843804,286022.19324812276,428271,446524,-11.753303527832031,0.0
Iran,0.21594408402762905,2.515524735757793,18715368,20235334,-0.0009889796783681957,0.13665607497095655,0.0015070405054980597,0.1758165581707988,9253537,20235334,-0.20005117654800414,0.20181668996810598,,,0,20235218,,,0.07449847966015218,0.3403956363685227,2095173,20235130,-0.16314120590686798,0.6315059065818787,-0.0011795711657634576,0.055294842590437925,8917463,20235218,-0.0158308744430542,0.008803063631057761,-2856.1214712184046,198768.09367005609,398119,418121,0.0,0.0
Iraq,0.040037153368754234,5.285243852420495,4886569,5464028,-3.429497010074549e-05,0.000642218906432374,-0.001290569399096053,0.16191303398729506,1286414,5464028,-0.053993496298789974,0.01486254124902185,,,0,5463918,,,-0.0013799865892770665,0.04863930768252449,122347,5463794,-0.0004145998274907469,0.0012624575407244264,6.601825936956976e-05,0.008923782764045074,2206679,5463918,-0.006188040971755981,0.006456935405731168,-1417.3753727375697,64129.19041907122,86522,86628,0.0,0.0
Ireland,0.036008561487187736,1.6916886675269605,951003,1233826,-0.035329907387494995,0.041257668286561966,-0.0007267508212427512,0.05595187391990729,849275,1233826,-0.008632504940032953,0.006099951267242415,,,0,1233819,,,0.004937825407212529,0.27993305902836607,58732,1233794,-0.0036084833554923534,0.0082235303707404,0.0002811869353829241,0.004602496851175466,934898,1233819,-0.001012462377548217,0.002592325210571289,-9453.61138347483,144226.2613862583,16726,17420,0.0,0.0
Isle of Man,,,0,10662,,,,,0,10662,,,,,0,10661,,,,,0,10657,,,,,0,10661,,,-2623.2824835526317,15956.804612219157,76,78,0.0,0.0
Israel,-0.2871276906247967,5.367796113291468,292079,349913,-0.00015558882296318148,0.04869337268173683,0.00548013160854977,0.1461730629919208,167794,349913,-0.02510876059532166,0.07935152649879461,,,0,349910,,,0.09295135276375195,0.6851507689762731,104767,349878,-0.12774517238140107,0.5330202639102934,0.004330058754803044,0.01202151475783232,173783,349910,-0.0009246289730072021,0.025601434707641594,-2586.255212858384,242565.83657935364,4604,4617,0.0,0.0
Italy,0.008986702077724517,3.8008982809679086,3754877,4312552,-0.15643937587738035,0.5339081287384033,-0.0011849695645557482,0.1210390008985514,3457713,4312552,-0.05670914649963378,0.04858868122100815,,,0,4312532,,,0.007419139173812249,0.6433940337302673,1308734,4312607,-0.385726660490036,0.228123160451648,-0.0008549582900193333,0.17389520368271416,3723897,4312532,-0.027264094352722167,0.018531203269958496,1771.9291955544193,351660.30247456155,66493,68535,0.0,0.0
Ivory Coast,0.028475769449747782,0.5529046626114829,3278333,3419143,-0.4803857564926147,0.6273279428482053,0.001589431292618718,0.05182058890484844,3161463,3419143,-0.055290192365646355,0.07172983288764953,,,0,3419127,,,0.0031963100478393366,0.01909782138387105,809624,3419008,-0.010572595940902828,0.03409880604594946,-0.0016023372724805808,0.0747767739795692,3254887,3419127,-0.02508757710456848,0.013810455799102783,-5802.427559320763,156268.38383166306,26677,27667,0.0,0.0
Jamaica,0.36460204679215713,1.7200017032091297,89967,123980,0.0,2.8409596681594844,-0.01575852364785403,0.09985412444339835,73871,123980,-0.17878597974777222,0.05794307589530945,,,0,123990,,,-0.3075780916522511,2.0518732747455686,22256,123974,-4.298014163970947,3.6216193437576294,-0.00893696767662664,0.1520697714626697,89525,123990,-0.05717848539352417,0.0014320254325866756,-53520.9179331307,256360.69717739397,2632,2798,-267112.6,0.0
Japan,0.21154302170599742,4.394719525537296,3941952,5000971,0.0,1.1369264125823975,-0.006704138984083875,0.1208893963197624,3518947,5000971,-0.10976753532886503,0.023184973001479453,,,0,5000956,,,0.1401995433724241,1.454075463025162,938073,5000881,-1.9030518054962156,2.4968940258026047,-0.003792221090891264,0.20667996938461577,3939405,5000956,-0.04044586420059204,0.016380417346954335,-14834.515318935208,628372.4435725403,87604,93215,0.0,0.0
Jersey,,,0,2243,,,,,0,2243,,,,,0,2242,,,,,0,2239,,,,,0,2242,,,0.0,0.0,6,13,0.0,0.0
Jordan,0.004901653934069914,0.4510142998239154,1034668,1094730,-2.02423343580449e-05,0.0,-0.005704563170175364,0.12183359269223679,169347,1094730,-0.044865393638610813,0.012664744257926925,,,0,1094647,,,0.030699652060189212,0.481406959407387,51714,1094576,-0.4088206887245178,0.5393397986888874,0.002969613722093425,0.009295095265236144,106029,1094647,-0.002059769630432128,0.020775997638702328,-5010.048309178744,308851.7038564715,12420,12420,0.0,0.0
Kazakhstan,0.05056890779210335,0.887417802478924,38921070,42840691,-0.25527188181877136,0.29560247659682837,0.014700208198182458,0.12878345958814832,34809862,42840691,-0.03382450342178345,0.08840100467205025,,,0,42840479,,,-0.0010813856136527337,0.054805063524086976,6012957,42840061,-0.005209313705563545,0.0035208065062761335,0.0011080667014204525,0.008561448904520501,36220994,42840479,-0.005831241607666016,0.01301485300064087,-268.63005491589763,24710.88895515931,578521,579792,-1.0616703033447266,0.0
Kenya,0.013524459836152565,0.424631608368571,5851419,6175625,-0.14258686453104016,0.0012154941330663682,0.006915744405412392,0.11289855936657725,5555548,6175625,-0.01976903676986691,0.04850131273269653,,,0,6175602,,,0.0010467454400613675,0.02850029547990856,1192649,6175502,-0.001998059218749404,0.003471848787739873,0.0014892676316215709,0.014251331217405972,5673918,6175602,-0.005059540271759033,0.01812995374202725,-4663.375002490586,291522.8132082044,100378,100880,0.0,0.0
Kiribati,,,0,16028,,,,,0,16028,,,,,0,16026,,,,,0,16026,,,,,0,16026,,,,,0,349,,
Kuwait,0.0058268554198860996,0.1712385331232028,167877,211147,0.0,0.00011023619881598259,0.011999354354172938,0.14884333723670057,12043,211147,-0.0049031496047973605,5.960464477539063e-08,,,0,211152,,,1.1154564632958188,1.6071546219861637,429,211092,0.0,4.917129230499265,-0.003964776132288608,0.021165345911790985,12601,211152,-0.043181538581848145,0.022158443927764893,-9739.672018348623,122736.44197523399,3488,3815,0.0,0.0
Kyrgyzstan,0.03532183023204011,0.8310817947893393,2514005,2758381,-0.2681322932243347,0.516573679447172,-0.001477208064379009,0.09049529857949107,2343722,2758381,-0.059980794787406914,0.04651944935321803,,,0,2758347,,,-0.0022761926597364267,0.20196096229778138,615019,2758312,-0.009618604555726051,0.015995003283023834,-0.0005327694750664201,0.018169834628777175,2430926,2758347,-0.02485746145248413,0.01995566487312317,-677.1053309296935,36445.94849159252,38830,38830,0.0,0.0
Laos,0.03960467071082953,0.49797292727446113,2455638,2550398,-0.09202495142817496,0.37485694140195835,-0.003432660293757434,0.04375909186062488,2365838,2550398,-0.041475659608840934,0.02017313241958618,,,0,2550385,,,-0.0005588594137629917,0.021529286633479375,334011,2550223,-0.002951510949060321,0.003015737165696919,-0.0014955463523495436,0.016231211263730224,2432015,2550385,-0.025306057929992673,0.020027297735214222,-598.025819265144,9342.288700757541,29203,29203,0.0,0.0
Latvia,0.2124920712486588,1.1027993776352027,1139839,1238735,-1.477506509672816e-06,1.7910127639770508,-0.011897727908429542,0.09278806594865326,1056902,1238735,-0.16716121137142181,0.057406067848205566,,,0,1238719,,,-0.01971247890953038,0.27736754421575005,338423,1238699,-0.7544118762016296,0.34714888930320603,-0.003922711233637196,0.11202943223134729,1118543,1238719,-0.023307383060455322,0.0023181855678558183,-4071.684029765312,56829.20578213407,13976,15091,0.0,0.0
Lebanon,0.2922656864662618,4.007931398857156,113121,130688,-0.00928664393723011,1.5059868097305298,-0.0019272054790652167,0.10688876826102682,90639,130688,-0.07722520828247069,0.014426523447036738,,,0,130677,,,0.07099630752456734,0.6207515938821516,63041,130670,-0.12996990978717804,0.6206957697868347,-0.0008588217014570933,0.02094244675106378,112318,130677,-0.021234068274497985,0.008535879850387566,-17252.821052631578,359064.6093874978,1330,1418,0.0,0.0
Lesotho,0.20800425111998344,1.6623023429756016,352907,368614,-0.06519299745559694,1.7023571014404304,-0.0037044783781951733,0.05447247241016062,341609,368614,-0.07140265703201293,0.03899956941604593,,,0,368587,,,0.0002193303589630793,0.014912537116118472,68740,368556,-0.004674583999440073,0.007595235947519537,-0.001941985737417369,0.012465479105098706,356630,368587,-0.02221359312534332,0.006876111030578613,-20479.596244131455,112187.99258508606,3408,3408,0.0,0.0
Liberia,0.10730675917449387,0.4124127286573286,932858,1017060,0.0,0.7683051973581302,-0.01401274675086711,0.054245719142020844,866385,1017060,-0.12035441398620605,0.02359534502029409,,,0,1017065,,,0.0021921763697077107,0.00881364380660244,178479,1017044,-0.003772613778710366,0.015525537077337505,-0.010374572032335796,0.044190879813062016,948469,1017065,-0.07110025882720947,0.001698052883148192,-5288.1414368462,67609.13539832881,11567,11738,-1249.2775268554685,0.0
Libya,0.00726388719949346,0.29837911377684423,17724947,19091967,0.0,0.0,-0.0009920228744838553,0.12177240485556054,726056,19091967,-0.01606030762195587,4.296540282666683e-06,,,0,19091942,,,0.23418261246256047,1.0465665402589366,65105,19091830,-0.3086787760257721,2.14686298370361,-0.0009509950950226831,0.013192836496970322,476896,19091942,-0.01186022162437439,0.004483208060264587,-387.92621222409997,23335.816228782805,195859,196245,0.0,0.0
Liechtenstein,0.14989583929454897,4.007722372130299,2116,2447,0.0,1.4841853082180023,-0.010755478843184542,0.1457535366770275,1936,2447,-0.2037145383656025,0.2525121346116066,,,0,2446,,,0.2373053444756402,4.451007052472063,90,2441,-8.122564387321471,9.175564765930176,-0.021165957600256833,0.02347303965664917,2362,2446,-0.06466738283634185,0.000213098526000974,0.0,0.0,8,8,0.0,0.0
Lithuania,-0.030634495170104595,0.9987741882736704,1142209,1194244,-0.7288879871368408,0.2185259759426117,-0.0016418221467017632,0.0820095069996569,1092633,1194244,-0.05816775560379028,0.06595593690872192,,,0,1194246,,,0.015346274242031567,0.2592369455179568,684890,1194257,-0.26636264920234676,0.5641645610332467,0.0013368033719396394,0.0559385949371841,1118802,1194246,-0.0065039217472076406,0.017221388220787046,5996.640417754569,54069.81375355777,9575,9580,0.0,0.0
Luxembourg,0.024900656396394126,1.1676175116465484,25429,41773,-6.009350272506708e-06,0.5614921450614929,-0.0039584846783747765,0.07324325476223852,24841,41773,-0.07244241237640381,0.018795311450958252,,,0,41775,,,0.009143871354802675,0.1465418911780056,16890,41771,-0.0004671543618314899,0.008840072900056839,-0.0018459405510543958,0.014614919771510299,39914,41775,-0.027085864543914793,0.01523903310298919,6022.078733766234,117672.77348199583,616,616,0.0,0.0
Macao S.A.R,,,0,442,,,,,0,442,,,,,0,444,,,,,0,442,,,,,0,444,,,,,0,4,,
Macedonia,-0.1442363801991759,1.6135149052228512,332721,348675,-0.29605334997177124,0.00021758857474196702,0.0067612090032832094,0.07977282943379835,315050,348675,-0.02130560576915741,0.10227880775928497,,,0,348669,,,0.009637241915930503,0.07041265803613342,121746,348645,-0.05905699171125889,0.14801470935344696,0.005753229040407098,0.018748122870058177,325161,348669,-0.00847482681274414,0.041352272033691406,645.1515491036633,8066.6669915232505,2566,2566,0.0,114.33100318908691
Madagascar,0.005090994920716123,0.16584602856429448,6134034,6644902,-0.0933289915323257,0.10446731895208355,0.0009362592194916417,0.03743657768985787,5750334,6644902,-0.01541890799999237,0.028595212101936274,,,0,6644902,,,0.0003167196637249884,0.015114831389418479,750090,6644827,-0.020679016318172216,0.023737662844359582,-0.0011870476850827682,0.02449096278882442,6097988,6644902,-0.014871615171432491,0.00856095552444458,-738.6032209038432,43488.018080478265,146729,148507,0.0,0.0
Malawi,0.7740505707026019,1.979619722708923,1126769,1275189,-0.19612283408641815,4.8709366798400815,-0.021342540957457436,0.121804007413914,1001115,1275189,-0.24297253489494322,0.1547011494636535,,,0,1275181,,,0.003997127803405894,0.02852768963249552,495204,1275059,-0.025371143594384193,0.05007174611091614,-0.01870573516721536,0.038884014148124826,983851,1275181,-0.10587254166603088,0.012530416250228882,-92327.7494972709,370983.4803094875,13924,13924,-687709.546875,0.0
Malaysia,-0.009757389267494986,3.308714342989295,3036027,3506369,-0.7544867634773245,3.2217663288116287,-0.009285167145741437,0.16243807918945943,2774880,3506369,-0.2992060393095016,0.16326359510421584,,,0,3506327,,,0.020625204173276294,0.21299288072735603,1226746,3506123,-0.26176026463508606,0.4182252734899521,-0.002229853231944436,0.12163123994840629,3028997,3506327,-0.03661055564880371,0.025893688201904297,-3885.1249313664484,227370.91275205763,81957,86372,-48.39266662597656,0.0
Maldives,,,0,4188,,,,,0,4188,,,,,0,4188,,,,,0,4171,,,,,0,4188,,,0.0,0.0,3,57,0.0,0.0
Mali,0.010213332117389068,0.2287400238479125,13000870,13810144,-0.002401134744286537,0.07339242585003374,0.0019972958092912317,0.15955548395765903,6313404,13810144,-0.08316695392131804,0.08017419874668119,,,0,13810063,,,0.00011668920322074605,0.002254569427300191,1633145,13810089,-0.0013114184839650989,0.0022736173123121214,-0.00011997540692493583,0.012336115888912055,5849908,13810063,-0.018474358320236202,0.01729204058647149,-5640.726255844099,126821.31891986376,137318,137376,0.0,0.0
Malta,,,0,4560,,,,,0,4560,,,,,0,4563,,,,,0,4572,,,,,0,4563,,,0.0,0.0,23,30,0.0,0.0
Marshall Islands,,,0,4813,,,,,0,4813,,,,,0,4819,,,,,0,4809,,,,,0,4819,,,0.0,0.0,4,92,0.0,0.0
Mauritania,0.007253907466174545,0.23111488761779103,10846639,11687528,-7.78232242737431e-06,0.0,0.00011013782546793316,0.19140105373003607,2417092,11687528,-0.13449605405330659,0.13085178434848757,,,0,11687395,,,-4.114240079665386e-05,0.0014775179087739192,235039,11687487,-0.00044986928696744144,0.0003353740030433973,-0.0010320626716002809,0.014096004789780915,1870945,11687395,-0.01874845027923584,0.013204026222228993,13.147828199175752,4072.7094286008582,76676,83726,0.0,0.0
Mauritius,,,0,23757,,,,,0,23757,,,,,0,23760,,,,,0,23760,,,,,0,23760,,,-65224.258278145695,261347.60174868468,151,157,-689607.40625,0.0
Mexico,0.17116699048777004,2.298836686674146,20898885,22602470,-0.0011187408352270696,0.1921295046806336,-0.002218868701067994,0.07740950387906943,19564904,22602470,-0.02785132527351379,0.017315924167633057,,,0,22602452,,,0.03516399506986362,0.6795397793147264,3163807,22602647,-0.07404216080904007,0.23343154788017273,-0.0008587265385048146,0.029112112716536156,20512253,22602452,-0.014379620552062988,0.007976710796356201,-13898.877403468761,428029.40541799227,484092,489446,0.0,0.0
Moldova,-0.017944861027192997,0.26927511633340817,496102,521719,-0.12527287453412997,0.00344139694934697,-2.8141723067423336e-05,0.03582239047275969,467866,521719,-0.025027930736541748,0.02031734585762024,,,0,521716,,,0.012341525873012129,0.11863540775681458,206691,521669,-0.033271946012973785,0.0647532045841217,0.003452093408688434,0.010510391850345953,492196,521716,0.0,0.0194595605134964,538.9749543703102,19223.61732820265,4931,4931,0.0,0.0
Monaco,,,0,39,,,,,0,39,,,,,0,39,,,,,0,42,,,,,0,39,,,,,0,4,,
Mongolia,0.024842477834451766,0.30222159298840884,22328683,23953635,-0.057463181763887275,0.07244419306516647,0.004006535463702082,0.13472809523455254,13954423,23953635,-0.0441616654396057,0.055202710628509344,,,0,23953538,,,-0.00023533272874224316,0.001187392028221879,8736,23953508,-0.0014670283999294043,7.839260069886222e-05,0.00173370387713259,0.012957893356598207,17204725,23953538,-0.0066339969635009766,0.01873015165328973,1.3430824762658229,195.4405660873138,17380,17380,0.0,0.0
Montenegro,0.05196261391330354,2.224342170809875,151719,190715,-0.13670265823602676,0.4262395024299628,-0.000792579053733456,0.0859670970203377,133961,190715,-0.06468981504440308,0.06288379430770874,,,0,190694,,,0.0784335411089633,0.3624433228512892,39737,190701,-0.7097178101539612,0.8226197957992554,-0.000967765565139674,0.05312741631388712,159078,190694,-0.026429295539855957,0.023435592651367188,5159.9384615384615,31653.17675441556,1755,1766,0.0,38.6640533447261
Montserrat,,,0,1176,,,,,0,1176,,,,,0,1178,,,,,0,1177,,,,,0,1178,,,,,0,9,,
Morocco,0.19790177602309061,1.7917296595007057,4684849,5130171,-0.00014086338924244036,0.964234781265255,0.0007865258234591391,0.1705156054091432,3062022,5130171,-0.1680320680141449,0.14394051432609428,,,0,5130148,,,0.040372466764176794,0.3835768946284838,779919,5129963,-0.10338078960776328,0.4043509840965263,0.0007598862616026438,0.01536294272639167,3399333,5130148,-0.009332799911499023,0.018864703178405745,-3113.9070911247627,101361.35638400029,103693,104773,0.0,0.0
Moroco,7.92917877108333e-05,0.012317259577057498,2926416,3092093,0.0,0.0,-0.005726640194635511,0.059180189910283953,9434,3092093,0.0,0.0,,,0,3092070,,,,,0,3091927,,,-0.0010508369123190305,0.01352393728912788,2223,3092070,0.0,5.924701690674132e-06,0.0,0.0,40821,41021,0.0,0.0
