nev_name,avg_sed_ret_ratio_diff_1992_2020,stdev_sed_ret_ratio_diff_1992_2020,valid_count_sed_ret_ratio_diff_1992_2020,count_sed_ret_ratio_diff_1992_2020,p5_sed_ret_ratio_diff_1992_2020,p95_sed_ret_ratio_diff_1992_2020,avg_sed_export_diff_1992_2020,stdev_sed_export_diff_1992_2020,valid_count_sed_export_diff_1992_2020,count_sed_export_diff_1992_2020,p5_sed_export_diff_1992_2020,p95_sed_export_diff_1992_2020,avg_coastal_risk_esa_diff_1992_2020,stdev_coastal_risk_esa_diff_1992_2020,valid_count_coastal_risk_esa_diff_1992_2020,count_coastal_risk_esa_diff_1992_2020,p5_coastal_risk_esa_diff_1992_2020,p95_coastal_risk_esa_diff_1992_2020,avg_usle_diff_1992_2020,stdev_usle_diff_1992_2020,valid_count_usle_diff_1992_2020,count_usle_diff_1992_2020,p5_usle_diff_1992_2020,p95_usle_diff_1992_2020,avg_polllination_diff_1992_2020,stdev_polllination_diff_1992_2020,valid_count_polllination_diff_1992_2020,count_polllination_diff_1992_2020,p5_polllination_diff_1992_2020,p95_polllination_diff_1992_2020,avg_n_ret_ratio_diff_1992_2020,stdev_n_ret_ratio_diff_1992_2020,valid_count_n_ret_ratio_diff_1992_2020,count_n_ret_ratio_diff_1992_2020,p5_n_ret_ratio_diff_1992_2020,p95_n_ret_ratio_diff_1992_2020,avg_n_retention_diff_1992_2020,stdev_n_retention_diff_1992_2020,valid_count_n_retention_diff_1992_2020,count_n_retention_diff_1992_2020,p5_n_retention_diff_1992_2020,p95_n_retention_diff_1992_2020,avg_nature_access_diff_1992_2020,stdev_nature_access_diff_1992_2020,valid_count_nature_access_diff_1992_2020,count_nature_access_diff_1992_2020,p5_nature_access_diff_1992_2020,p95_nature_access_diff_1992_2020,avg_n_export_diff_1992_2020,stdev_n_export_diff_1992_2020,valid_count_n_export_diff_1992_2020,count_n_export_diff_1992_2020,p5_n_export_diff_1992_2020,p95_n_export_diff_1992_2020
Chad,-0.0017242822592743298,0.00923383875487947,6072649,13884357,-0.01743272542953491,0.00606924295425415,0.1246525554753505,13.151896640783432,6542951,13884357,-0.08305785059928894,0.9125588536262512,,,0,13884222,,,1.405729954108468,80.31815423777611,6543473,13884357,0.0,5.509388542175282,0.005518081123751766,0.04204459071271226,1381752,13884485,-0.006672939541749656,0.0396279796957969,0.0012075457279324621,0.06336858468767509,6622771,13884565,-0.028565555810928345,0.035622090101242065,0.2654419563843029,7.724831674859543,12943551,13884561,-0.004913330078125,0.6365528106689453,-231.49861987381703,4269.503473109922,45648,45648,0.0,0.0,0.08993301954000105,2.325168307599898,12943551,13884561,-0.28585267066955566,0.06090688705444336
Chile,0.0005035939469535945,0.011836942903045378,4915498,10517763,-0.009825903177261352,0.013673365116119385,-5.908519257341464,242.82824373146462,5301225,10517763,-6.685546875,1.7069648742675732,0.06030708320206252,0.7993125867355414,8456,10517219,-0.5807216167449951,1.3464751243591309,-12.362076759404111,822.0786405755765,6702866,10517763,0.0,0.0,0.294333950974199,3.2537950465722414,485989,10517756,-1.2697471618652343,3.4445957183837645,-0.007065879266194892,0.09921306874124822,6484174,10517299,-0.01683729887008667,0.026496052742004395,-0.3889469764281102,102.49237292239158,7757927,10517716,-0.004643005132675151,0.7680011749267521,-4114.643543559013,178519.08154227937,174717,182573,0.0,0.0,0.08378331930681998,19.41201743494324,7757927,10517716,-0.017298221588134766,0.5861758470535205
China,nan,nan,90557834,123451344,-0.015163183212280273,0.01650947332382202,0.7023642514858817,329.7437164030286,97149056,123451344,-6.941390752792358,3.320725440979004,-0.07230165256315166,0.5725258498142844,9543,123446230,-1.0107234001159668,0.6367979049682617,5.811791686327836,1668.497536322793,97859981,123451344,0.0,0.0,0.40180853325089044,6.395779461181782,24285094,123450420,-2.31417179107666,5.08471937179565,-0.0013835800576544603,0.08270973535263065,98927992,123451753,-0.04760512411594392,0.06011296659708032,-3.0128824624842907,160.3187104213765,113770407,123451758,-7.137611389160156,1.1111602783203125,-8910.094826244214,344036.46829129715,1862902,1868141,0.0,0.0,1.0365529939608988,46.21788628752539,113770407,123451758,-0.6444667339324948,5.342146968841519
Colombia,-0.0005180692310593313,0.011383146249789063,11226214,12041883,-0.008295416831970215,0.003958463668823242,4.582979415106369,661.3036379649609,11873270,12041883,-0.5151233673095703,1.2108277797698879,-0.12239220973843554,0.5185368158478842,2076,12041538,-0.8640849590301514,0.3940310478210449,5.413498546611239,4374.403025134286,11965140,12041883,0.0,0.0,-0.06439141354839915,1.5146570178195378,1283886,12041499,-0.24136526137590408,0.2196827232837677,-0.0006020627155469372,0.03945498536649684,11176510,12041929,-0.0019112229347229004,0.017649981379508906,1.1848711076279026,83.2424961401023,11310134,12041937,-7.62939453125e-06,1.9073486328125e-05,-1412.3548930031257,113027.43316208826,282812,284413,0.0,0.0,0.13871323275214953,12.550567539433361,11310134,12041937,0.0,0.002399778366088512
Comoros,,,0,19642,,,,,0,19642,,,-0.02289160590265646,0.36425944622890216,1118,19638,-0.6142809748649596,0.012678027153015137,1603.15302347481,19853.061862318493,14867,19642,0.0,2935.1035888671868,,,0,19635,,,,,0,19646,,,,,0,19650,,,40.15723552178899,3553.4899374959246,109,140,0.0,0.0,,,0,19650,,
Cook Islands,,,0,3975,,,,,0,3975,,,,,0,3972,,,,,0,3975,,,,,0,3971,,,,,0,3970,,,,,0,3972,,,0.0,0.0,5,38,0.0,0.0,,,0,3972,,
Costa Rica,0.0033195321124017147,0.017195016897381326,477183,551580,-0.01006399393081665,0.02748432159423827,-7.2604828050372605,652.9978952498251,493284,551580,-52.69934940338133,4.636480283737156,0.1388287333034029,0.5695958168770319,2980,551515,-0.16349732875823975,1.4435865342616971,-208.84486217400996,6105.60194389942,538360,551580,-312.5799346923828,0.0,0.46380180542293864,3.8669616648211753,178040,551506,-3.556144654750824,6.41479237079619,0.0061040248891579925,0.07060626338726046,478440,551606,-0.014719253778457642,0.07441462874412522,-36.56781799000046,260.069960905736,479622,551607,-9.657969093322754,0.3063499450683551,-9044.511417147934,246326.32156272666,11255,11667,0.0,600.9315734863261,-4.086746437819783,33.06480025218574,479622,551607,-4.812600421905516,3.814697265625e-06
Croatia,inf,nan,605726,850824,-0.04199939966201782,0.009722128510475159,-0.591613362369714,97.06448552007703,695105,850824,-1.2753130197525024,6.644876098632735,0.08074539426773314,0.6778023765286408,1764,850815,-0.4030652284622188,0.266939640045166,-3.261575605238788,840.6009051679318,808813,850824,0.0,0.0,0.0944869424887348,1.2985283320723005,310913,850850,-1.3747339487075805,2.2836542606353705,-0.007608393907147039,0.08891554042738489,609819,850857,-0.0914281129837036,0.035849153995513916,18.102342706330845,157.4248765074206,613820,850857,-17.482257080078124,30.147705078125,-6482.514985274585,57970.38714989717,17317,17697,0.0,0.0,4.682153970219282,32.643699581222805,613820,850857,-0.6799423694610596,49.79351005554186
Cuba,-0.00018657940045856933,0.00866716106804623,956838,1274596,-0.004431375861167907,0.004559874534606934,0.1216235747170164,78.83929322962584,994934,1274596,-0.5057493686676026,0.5770825862884518,0.08359308388027444,0.5110407869812076,7880,1274485,-0.5613369941711426,0.8636386394500732,-4.187847573652538,1117.4049540776402,1186619,1274596,0.0,0.0,0.1062674350095328,0.9549469059358988,557024,1274568,-0.20070236474275588,0.8980698585510254,0.005812430654202331,0.034298627482179475,962680,1274614,-0.00435211658477783,0.03275957703590389,-0.13337249766292905,29.88273345187174,979859,1274617,-1.6154113769531246,0.0023387908935545987,-397.071420439452,64284.94950329234,26351,27882,0.0,0.0,0.43901316413892205,6.548072524210638,979859,1274617,-0.016051816940307616,0.5010117053985585
Cura̤ao,,,0,5267,,,,,0,5267,,,0.06516562364040276,0.17372295491905224,39,5260,-1.1920928955078125e-07,0.5435943722724914,2.825103107068336,19.78441598703576,3834,5267,0.0,16.682620334625224,,,0,5263,,,,,0,5267,,,,,0,5269,,,-20062.37019230769,50867.39253684597,52,56,-149034.75,0.0,,,0,5269,,
Cyprus,0.0036865255985464858,0.013638365062243222,76257,116347,-0.0011741399765014644,0.024022459983825666,-2.5355248699318262,32.793435209373754,78036,116347,-7.405487537384033,0.043648071587085724,0.5529426340357029,1.2514298473336962,293,116340,-0.14293330907821655,2.5258419513702393,-12.545823329558324,199.67718562318282,110375,116347,-43.32033843994141,0.0,0.10225350043335528,0.6713488390391658,9681,116342,0.0,0.7265543937683105,-0.034938867328872476,0.15250636431892903,75985,116347,-0.4817646503448486,0.07186750173568726,-1.8124251152449853,28.307029153594577,76576,116347,-1.9927568435668945,0.03728961944580078,188.79299363057325,91421.76475084666,1099,1143,0.0,0.0,-0.2055389238509781,7.479998394298651,76576,116347,-0.004062514286488295,2.1143341064453125
Czechia,0.0004284233157487429,0.015598675754811239,1213681,1274486,-0.017765820026397705,0.019962012767791748,-0.2989888642129736,10.560614581690672,1272721,1274486,-1.7853412628173828,0.7061574459075928,,,0,1272883,,,-2.4658937694170446,64.77375418297108,1272722,1274486,-1.2364054918289185,0.0,0.07861472935808407,1.0276739008510927,577599,1274449,-0.11145948693156242,0.26010003685951233,0.020007424401479453,0.05815545068715823,1218964,1274505,-0.015959858894348145,0.06987254917621612,-7.231908885388527,150.19135384572343,1225270,1274505,-13.6336669921875,3.4648971557617188,5599.810023252362,223943.63325457947,20213,20216,0.0,0.0,-1.182809197156545,36.94913914709357,1225270,1274505,-2.1006851911544797,5.10491943359375
Democratic Republic of the Congo,-0.0006146123484645431,0.011498575588572424,23348001,24620623,-0.008237659931182861,0.004936337471008301,4.746940557714809,296.0799223435096,24312928,24620623,-0.1359651669859886,0.6770945668220474,0.2845641904138406,0.4098723023565809,986,24619782,-0.1688491702079773,0.780951976776123,24.557938634093965,1558.912464703137,24314674,24620623,0.0,0.0,0.009369176868765575,0.12854047403635463,1272471,24620164,-0.031636517494916916,0.07202872633934021,-0.0015909261172920585,0.02057517102759973,22964027,24620691,-0.013262331485748291,0.007764637470245361,0.085744883950247,2.859314837286801,23018834,24620685,-3.814697265625e-06,7.62939453125e-05,-390.33941323581394,95796.9221090383,376267,376430,0.0,0.0,0.02951516788382939,1.2015981356776277,23018834,24620685,-2.3365020751953125e-05,9.5367431640625e-06
Denmark,0.001576448282568153,0.009217606500763413,471659,824063,-0.0037069320678710938,0.014389574527740465,-0.05302562219620087,0.6024392648163122,487954,824063,-0.2452121376991272,0.022786613553762394,-0.020457443499740862,0.6200736902912694,6512,824122,-0.7589176893234253,0.5882303714752197,-0.3942538168955597,7.554498992666757,732074,824063,0.0,0.0,-0.041827904757814456,1.1868855585248306,471498,824066,-0.7080221116542815,0.0433509424328804,-0.10531342794389444,0.23096880439620487,464232,824088,-0.6356298923492432,0.02917999029159546,-15.733178126828694,105.47111476888746,475066,824088,-37.433921813964844,3.7008743286132812,7901.079466423441,126313.89894428063,8771,9528,0.0,0.0,-1.9372228016738726,20.85021544729919,475066,824088,-27.363292694091797,9.605451583862305
Djibouti,0.001548647977769728,0.008210480258071837,118945,241836,-0.005162084102630614,0.01592289209365835,-7.173901420799056,92.95927329875924,122044,241836,-19.14726333618164,1.5765544414520234,1.3907750447591147e-07,1.4464278795879122e-07,18,241804,-1.3709068298339843e-07,2.384185791015625e-07,-13.497263837319748,424.76167850304387,138972,241836,0.0,0.0,,,0,241791,,,0.011830532750721432,0.03480324092892489,72512,241839,-0.0011133700609207151,0.09206903278827666,0.8006064426550198,7.685508521084148,206522,241839,-4.319064319133758e-05,0.009761317074298857,-225.26295316008984,8362.889064428671,3117,3186,0.0,0.0,0.28322650325994325,2.431853097032863,206522,241839,-0.006402882561087608,0.0007224628236144662
Dominica,,,0,8559,,,,,0,8559,,,-0.7941990494728088,0.0001267301700946504,1,8562,-0.7941990494728088,-0.7941990494728088,-1.107125792454226,671.0641969438722,7182,8559,0.0,0.0,,,0,8559,,,,,0,8558,,,,,0,8558,,,0.0,0.0,105,111,0.0,0.0,,,0,8558,,
Dominican Republic,0.005364506803273889,0.01933038184993875,454742,538970,-0.0067724853754043525,0.039187955856323176,-14.76183828657801,400.0583188282435,471711,538970,-86.26726531982422,3.0858298540115356,0.0726186987408451,0.37016126064811283,4941,538908,-0.1565854549407959,0.9134358763694763,-211.3824837969734,3048.879475311739,519656,538970,-720.2671966552734,0.0,0.32326317108312974,2.3262744559276127,207519,538956,-2.54623303413391,4.028235912322998,0.009606988635059701,0.05704982160661488,457531,538994,-0.018309831619262695,0.11921703815460205,-15.092465671925941,124.74006313377566,462231,538996,-9.916692733764648,4.692134857177734,5656.319693339722,225252.50354403935,10435,10671,0.0,246.03112030028927,-2.4251150939681674,19.753880327184753,462231,538996,-15.31418228149414,0.40753209590911865
East Timor,0.003265185088396826,0.017709048599116803,122369,161043,-0.011517000198364257,0.033231139183044406,-35.0346450333456,1264.0167123484748,125054,161043,-303.2307922363281,94.4500488281249,0.7377925000499946,1.517060228141885,293,161083,-0.8792201519012451,3.4454559803009026,-126.94603232941084,5927.929944961238,152369,161043,0.0,0.0,0.0005860007066958839,0.009201393430489438,88115,161076,-0.00729527296498418,0.010859691072255373,-0.0005148537251894931,0.023678927616564333,54673,161047,-0.006727623939514158,0.015030860900878828,-1.2772152206218563,40.80409860023614,54675,161043,-1.773834228515573e-05,0.18550186157226506,-27.01575039748637,1618.4467332028594,3302,3701,0.0,0.0,-0.05120142193215592,7.458552981712237,54675,161043,-0.2807994365692136,7.700920104979428e-06
Ecuador,0.0006781568810631134,0.01209323652707048,2442691,2711385,-0.006273448467254639,0.010374009609222412,-5.955796119998177,503.6247459183864,2545772,2711385,-3.173507559299469,1.4378376007079972,0.01432651156660902,0.633876916920539,1912,2711306,-0.7329314947128296,0.875633955001831,-51.476427330817195,3744.760779721575,2645585,2711385,0.0,0.0,0.09423157369456388,0.8583010654805868,410495,2711296,-0.22730770707130432,0.646548867225647,0.0031927472082538925,0.03444794280121288,2448893,2711402,-0.005568408966064453,0.04221466779708857,-2.0133356647385243,77.66210362451017,2464894,2711394,-2.288818359375e-05,0.0,-1442.1215862646852,95697.34418233891,58477,58971,0.0,0.0,-0.4232919600193761,10.931860003210938,2464894,2711394,-0.002197265625,0.0
Egypt,0.0013100693158373475,0.008741030903608945,389456,11573886,-0.0006394088268280029,0.011477440595626831,-0.022371983105906008,1.4849234041769208,633609,11573886,-0.02873803377151489,7.82183371484273e-05,-0.010186110820966897,0.35827041785257735,485,11573732,-0.6848856449127196,0.4439394474029541,-0.12746735460624126,12.087029036286072,682715,11573886,0.0,0.0,6.015058650003488,22.07095982414127,100341,11573682,-0.7729191184043884,28.1827392578125,-0.06968262816296736,0.20675023819666608,553436,11573982,-0.6881995797157288,0.0,-0.3887126535436598,25.22004652367097,10381005,11573984,0.0,0.0,-32685.898263395604,790566.2902055314,47161,47935,0.0,0.0,-0.08156492916629941,8.716729498049851,10381005,11573984,0.0,0.0
El Salvador,0.008438717423343501,0.01834306969282028,185723,222127,-9.22083854675293e-05,0.040547758340835564,-33.21670792463774,206.7574259472894,193094,222127,-167.03496170043945,0.0017798624932766059,0.10958196746181847,0.68602396558238,1042,222098,-0.6529066562652588,1.9511801481246946,-462.3499895424229,2726.234834328966,215155,222127,-2936.108447265625,0.0,0.5811602335958954,1.2800745574989347,69190,222107,-0.33012913167476654,3.2855618000030518,0.02191414321850937,0.07054796275212799,185710,222130,-5.364418029785156e-07,0.1949355781078338,-3.3918172530913338,73.0453699291571,188430,222128,-9.035833740234375,0.7877670288085934,47236.944182918625,373359.8151174836,2974,3274,0.0,169113.83281249984,-1.0257715895823383,12.077213756167584,188430,222128,-3.076976668834686,0.0
Equatorial Guinea,-0.0005899764903659673,0.008883208009633395,250077,286176,-0.007370352745056151,0.0006033062934875447,1.8965747085886606,119.72555825188361,258655,286176,-0.0028277285397052764,0.174226260185241,0.0004035456899250523,0.37482367327614313,209,286124,-0.6468104720115662,0.49992923736572265,54.753529931664836,4121.942472433365,278334,286176,0.0,0.0,-0.016121805824606438,0.15085303886370732,9179,286163,-0.24004680961370467,0.1520022749900818,-6.054103382175678e-05,0.023054569228466007,240139,286176,0.0,0.0,0.02268956075611186,1.087352898615901,236630,286177,0.0,0.0,-31.620534179956007,652.765354388543,3637,3670,0.0,0.0,0.003785111864547236,0.6145735237060799,236630,286177,0.0,0.0
Eritrea,0.0033673072923638683,0.013727885242309211,814267,1320016,-0.004949122667312621,0.02536181807518005,-10.959478743328418,547.9496795638104,838819,1320016,-50.39527435302734,1.6694934844970635,-0.1458380091260051,0.4269922448870616,855,1319922,-1.0189445495605467,0.11080360412597656,-25.477614212246962,1930.3951093679561,854024,1320016,0.0,0.0,5.5966229067173066e-05,0.0033732045667392917,242455,1319936,-0.002241178462281823,0.0013567843590863004,0.005054852706872092,0.05239480711520326,1022818,1320016,-0.007651042938232419,0.0499916702508926,1.0922998105202455,9.058859105005382,1213850,1320015,-3.121793270111084e-06,1.6157239913940495,71.57508876092729,21655.24666330325,33517,33863,0.0,0.0,0.23566122255632904,2.935008345727765,1213850,1320015,-0.0151937928982079,0.003063140716403729
Estonia,-0.004452238515739385,0.013012521168289302,700075,928650,-0.023783504962921143,0.00018699765205382884,0.03939095276530231,0.3311934834377067,732994,928650,-1.8865903257392347e-05,0.211185023188591,-0.3520167709683071,0.6041001144867051,4727,928587,-1.6340248703956604,0.2712495028972626,0.5202603113236699,4.305183504195776,854352,928650,0.0,3.3776073455810547,-0.014822109249380641,0.6857873263457211,228866,928658,-0.048214307986199856,0.02869847323745489,0.003837647952131967,0.05245088280101446,700773,928666,-0.04090946912765503,0.04507732391357422,14.126820026032918,65.79949691438841,735223,928666,-1.985422134399414,242.2846588134766,-4201.551082802548,36791.884178634384,11775,11998,-15134.857714843749,0.0,2.6176163558539383,12.003148298871391,735223,928666,0.0,21.43239974975586
Ethiopia,0.004111997189926437,0.01622014669400512,11194013,12032635,-0.003513157367706299,0.030400300025939964,-24.936691260042057,467.3343878833902,11591875,12032635,-54.58703002929687,0.7832841336727004,,,0,12032486,,,-89.47390977237649,2266.240186425895,11608906,12032635,-1.7919628024101257,0.0,0.0009640293573476349,0.030260833512488608,2231252,12032372,-0.017117757350206375,0.025427377969026395,0.01217120663608869,0.03662307259204001,11237282,12032721,-0.0038142770528793307,0.08332747220993042,0.862157379101422,13.225759892773084,11566720,12032719,-0.0017525976523756807,8.813346862792969,1873.6544649476068,98087.5063677507,149733,149733,0.0,0.0,-0.9193499107785094,5.549067245399684,11566720,12032719,-8.640542221069335,0.00031110700219868365
Falkland Islands,-6.892081350407038e-05,0.003931118555680934,46724,222046,-0.0007659524679183957,0.0010432600975036621,0.1832591063155391,2.935133665236353,48349,222046,-0.0039463043212890625,0.010195350646972625,-0.47610751560756137,0.4763549845761319,280,222072,-0.6973052024841309,-0.1526024341583252,0.7614668315570043,21.413350046146725,163821,222046,0.0,0.0,,,0,222051,,,0.0016681492121776917,0.01067605640071118,46389,222046,0.0,0.004639446735382071,-0.03277093918202378,1.5862792174642713,48003,222071,0.0,0.16141586303711025,0.7304645374145744,36.578942410690686,2579,3089,0.0,0.0,-0.10042642191633856,0.7182175152716155,48003,222071,-0.3699913024902344,0.0
Faroe Islands,,,0,0,,,,,0,0,,,-2.4913394451141357,0.07101329458673969,2,39430,-2.5552515506744387,-2.427427339553833,,,0,0,,,,,0,39450,,,,,0,0,,,,,0,0,,,0.0,0.0,290,406,0.0,0.0,,,0,0,,
Federated States of Micronesia,,,0,9842,,,,,0,9842,,,1.2218952178955077e-07,1.397535096131963e-07,40,9851,-1.1920928955078125e-07,2.384185791015625e-07,-0.15476757668993388,9.888182627740395,4083,9842,0.0,0.0,,,0,9844,,,,,0,9836,,,,,0,9836,,,0.0,0.0,120,173,0.0,0.0,,,0,9836,,
Fiji,,,0,223171,,,,,0,223171,,,0.0006402542205295407,0.37714168407490717,1718,223307,-0.13741779327392578,0.010921239852905273,,,0,223171,,,,,0,223311,,,0.00021303955489683146,0.023059721996433705,78897,216136,-0.012850761413574217,0.01584928035736084,0.03020490892069144,1.1873049966016855,117046,216142,-0.0023393630981445312,0.0,,,0,5135,,,0.06020831202983229,0.8204439475989692,117046,216142,0.0,0.2439519762992859
Finland,,,0,23580,,,,,0,23580,,,-0.26920606397070285,0.46027386082776645,32085,8210706,-0.9544990062713623,0.2978442907333374,,,0,23580,,,0.03655610878012636,2.558564121958182,458527,8210649,-2.77820496559143,3.9609352111816376,,,0,23582,,,,,0,23582,,,-3669.61733818465,52406.99620462095,82177,83172,0.0,0.0,,,0,23582,,
France,-inf,nan,8563505,9326872,-0.011423647403717041,0.010292935371398915,2.72240065156935,95.80543186515291,8933508,9326872,-0.6181334495544432,0.7222713917493823,-0.08498112548786241,0.4953858635231953,5829,9324019,-0.6842775344848633,0.3400752544403076,9.431653926261955,552.8085088489825,9170300,9326872,0.0,0.0,0.04365220015362669,1.340129768246212,3417375,9326855,-0.05391099229454991,0.12518550902605013,0.002105703620176189,0.05016824083339686,8585328,9326939,-0.01083308458328247,0.03137157261371609,-5.391903985827141,121.95579979525014,8636225,9326937,-1.3337318420410156,0.13055419921875,3695.180441603815,285009.8892135095,120787,121942,0.0,0.0,-1.4176588729450657,28.058973230185604,8636225,9326937,-0.14821624755859375,0.5499620437622068
French Polynesia,,,0,56497,,,,,0,56497,,,-1.739811252903294e-07,4.763089574603589e-07,148,56487,-9.5367431640625e-07,4.76837158203125e-07,,,0,56497,,,,,0,56494,,,,,0,56497,,,,,0,56497,,,0.0,0.0,233,758,0.0,0.0,,,0,56497,,
French Southern and Antarctic Lands,,,0,134993,,,,,0,134993,,,,,0,134989,,,,,0,134993,,,,,0,134987,,,,,0,134994,,,,,0,135013,,,,,0,1721,,,,,0,135013,,
Gabon,-0.00035316376473144395,0.006918722462869275,2574160,2792858,-0.002845585346221924,0.0011091232299804688,0.2264306797025814,41.03662140359282,2707699,2792858,-0.011013822630047803,0.011477537639439105,0.3274957366599001,0.5223365793289192,3279,2792906,-0.23453760147094727,1.1060411691665637,1.358128108292332,444.3136448343959,2749299,2792858,0.0,0.0,0.0031607681036564662,0.05987525787569725,56968,2793022,-0.05610163137316704,0.08505530655384064,5.147718506341501e-05,0.01831146137089348,2585089,2792861,0.0,1.0132789611816406e-06,0.013532406044395796,2.402866965322369,2600111,2792860,0.0,0.0,-148.61242282186143,11925.526144100178,69968,71705,0.0,0.0,-0.012441611266788225,0.8712536701868407,2600111,2792860,0.0,0.0
Gambia,0.004357829083178558,0.015437870035325844,88233,117355,-0.010832738876342772,0.035234177112579326,-0.24988534674892182,4.2645611482181955,96691,117355,-3.8944363594055176,1.4039812088012695,-0.16763385699945185,0.4800241074720007,734,117341,-0.7195004224777222,0.09781646728515625,1.0141437328242555,41.53336746571614,110985,117355,-4.63181562423706,0.0,0.008872252397038803,0.1603024877553807,65284,117336,-0.1777246542274952,0.22819598019123077,0.014968488464270862,0.04346431020442404,90175,117375,-0.014995402097702027,0.07522463202476502,0.8701782319910857,11.610581310606813,91538,117376,-5.569094467163084,7.9796882629394155,1225.0509615384615,13195.77049545838,650,1384,0.0,53.05625648498331,-0.4143183705127925,2.9342777952690375,91538,117376,-4.369772291183471,1.5871342658996572
Georgia,0.00036511541872881714,0.019228168325440397,911556,989023,-0.021320894360542297,0.023495271801948547,2.55622010456843,206.89587430928086,943497,989023,-11.999014282226563,13.6946319580078,0.07001085023622255,0.6508592085419873,370,988983,-0.21621838212013256,0.43235800266266067,5.928382360953066,1423.6637214498444,972819,989023,0.0,0.0,-0.014166015431963266,0.457640244881257,283301,988990,-0.4758056700229645,0.40020546317100525,-0.030068783197204352,0.11760408740874066,901902,989034,-0.3815693765878677,0.024087828397750838,0.48836365438165974,41.901231771543785,913227,989034,-2.4228057861328107,3.7703018188476562,3720.8125,110578.57870771221,6464,6464,0.0,0.0,-0.12100441620758037,9.37213409876892,913227,989034,-1.621786117553711,1.7556837081909151
Germany,0.0007214129549717327,0.014065644486332993,5414732,5967839,-0.01380777359008789,0.01759129762649536,-0.2516341611723913,14.738904213815673,5762513,5967839,-0.8199798822402953,0.25607472658157304,-0.051581074895482436,0.5432102271498689,5195,5965875,-0.8971939742565156,0.5971185564994812,-2.0660523718773898,112.78229410027642,5898471,5967839,-1.0159947276115417,0.0,0.025366699518117142,0.904724724310084,2616196,5967718,-0.07665366493165493,0.24433372914791107,0.0018014265332407019,0.05682983796225025,5445598,5967862,-0.05039346218109131,0.027171075344085693,-23.781843640691644,179.50745152035077,5499065,5967862,-51.89315185546873,3.06463317871091,9858.964761779069,439549.36445511284,90924,91417,0.0,0.0,-3.6318195911486773,41.472422034891,5499065,5967862,-22.183212280273438,4.8394904136657715
Ghana,0.0024753107755690904,0.01596195972422256,2366451,2550882,-0.011509358882904053,0.024611294269561768,-2.8381686846138146,116.88362362867164,2469176,2550882,-9.749985694885254,3.5537060499191284,0.07470701535542806,0.5361675124704665,240,2550864,-0.3872840404510498,1.443379962444305,-6.724007300532294,740.3051332123914,2492421,2550882,-42.37225341796875,0.0,0.024224428260555847,0.2128802855508331,731064,2550819,-0.22840185463428497,0.3708389654755592,0.007697245529555483,0.03742673866221393,2373925,2550862,-0.027696597576141357,0.06798152923583983,0.48062095567770663,5.790545497084898,2414496,2550853,-3.10186767578125,5.875709533691406,-1766.0616136919316,101662.77085031479,57260,57754,0.0,0.0,-0.7011204408704756,2.7934108117216065,2414496,2550853,-5.572455883026123,1.0236438512802124
Gibraltar,,,0,105,,,,,0,105,,,,,0,105,,,,,0,105,,,,,0,106,,,,,0,105,,,,,0,105,,,,,0,1,,,,,0,105,,
Greece,0.003752329202259606,0.019058407664013774,1233976,1810866,-0.013044387102127075,0.035274043679237366,-8.067849000146191,160.04628295668647,1285988,1810866,-44.47318477630615,2.9418716430664062,0.13196910618356514,0.7927118212673991,2593,1810764,-0.6910777688026428,1.760353922843933,-44.879313184255935,949.7733450194294,1675908,1810866,-88.52576370239252,0.0,0.1768137464000367,2.0733396590306175,501394,1810867,-1.1384534895420075,2.616049802303313,0.018951703033225523,0.07236086397722055,1235195,1810947,-0.03988496661186218,0.15457143783569352,-1.034707213346053,68.39693443599539,1247410,1810950,-5.829196929931641,3.098145484924319,5107.311886586695,88316.00800032711,29344,31714,0.0,0.0,-0.19862039145108665,19.544969295747848,1247410,1810950,-2.8740596771240234,2.448499357700349
Greenland,,,0,20275,,,,,0,20275,,,9.983189021174616e-09,1.1773859955053439e-07,1012,76889628,-1.1920928955078125e-07,2.384185791015625e-07,,,0,20275,,,,,0,87571076,,,,,0,20265,,,,,0,20265,,,0.0,0.0,514926,527828,0.0,0.0,,,0,20265,,
Grenada,,,0,4105,,,,,0,4105,,,-0.08874741467562589,0.29797903725057656,44,4109,-0.26530129313468936,1.1026859283447274e-07,3.062704576333992,200.31711868688802,3036,4105,0.0,0.0,,,0,4101,,,,,0,4106,,,,,0,4106,,,0.0,0.0,5,14,0.0,0.0,,,0,4106,,
Guam,,,0,6469,,,,,0,6469,,,,,0,6470,,,0.0,0.0,4608,6469,0.0,0.0,,,0,6478,,,,,0,6471,,,,,0,6471,,,2056.2916666666665,18043.885969748575,78,109,0.0,0.0,,,0,6471,,
